age,fnlwgt,education,education_num,capital_gain,capital_loss,hours_per_week,income
41,214541,HS-grad,9,0,1590,40,0
32,290964,Bachelors,13,0,1590,40,0
25,123095,Some-college,10,0,1590,40,0
41,518030,Bachelors,13,0,1590,40,0
24,24243,HS-grad,9,0,1590,40,0
44,154176,Some-college,10,0,1590,40,0
29,190539,Bachelors,13,0,1590,50,0
51,348099,HS-grad,9,0,1590,40,0
39,382802,10th,6,0,1590,40,0
28,54683,Some-college,10,0,1590,40,0
48,99096,Some-college,10,0,1590,38,0
34,54850,Bachelors,13,0,1590,50,0
45,293691,HS-grad,9,0,1590,40,0
47,192053,HS-grad,9,0,1590,40,0
50,188186,Masters,14,0,1590,45,0
32,317219,Masters,14,0,1590,40,0
46,160474,HS-grad,9,0,1590,43,0
32,165949,Bachelors,13,0,1590,42,0
34,211948,HS-grad,9,0,1590,40,0
32,188246,HS-grad,9,0,1590,62,0
35,140915,Bachelors,13,0,1590,40,0
29,82393,HS-grad,9,0,1590,45,0
46,254367,HS-grad,9,0,1590,48,0
30,340899,Prof-school,15,0,1590,80,0
34,62463,Some-college,10,0,1579,40,0
35,111387,Some-college,10,0,1579,40,0
31,260782,Some-college,10,0,1579,45,0
21,146499,Assoc-voc,11,0,1579,40,0
40,177595,Some-college,10,0,1579,40,0
48,273435,HS-grad,9,0,1579,40,0
41,289886,5th-6th,3,0,1579,40,0
33,54782,Bachelors,13,0,1579,42,0
31,164243,Some-college,10,0,1579,40,0
54,58898,Some-college,10,0,1579,48,0
51,136322,HS-grad,9,0,1579,40,0
25,182227,HS-grad,9,0,1579,40,0
43,301638,12th,8,0,1579,40,0
26,221626,HS-grad,9,0,1579,20,0
27,87006,Some-college,10,0,1579,40,0
24,216469,HS-grad,9,0,1579,50,0
50,95435,7th-8th,4,0,1579,65,0
55,135803,Bachelors,13,0,1579,35,0
42,119679,HS-grad,9,0,1579,42,0
59,56392,Some-college,10,0,1579,60,0
30,117747,HS-grad,9,0,1573,35,0
20,115824,11th,7,0,1573,40,0
23,278107,HS-grad,9,0,1573,30,0
34,58305,HS-grad,9,0,1573,40,0
31,202450,HS-grad,9,0,1573,40,0
27,151402,HS-grad,9,0,1573,70,0
45,196584,Assoc-voc,11,0,1564,40,1
43,174575,Bachelors,13,0,1564,45,1
40,266324,Some-college,10,0,1564,70,1
53,156843,Masters,14,0,1564,54,1
51,282680,Doctorate,16,0,1564,70,1
40,179717,Bachelors,13,0,1564,60,1
46,43206,Doctorate,16,0,1564,50,1
51,216475,Bachelors,13,0,1564,43,1
42,143046,Bachelors,13,0,1564,38,1
46,119904,Prof-school,15,0,1564,55,1
28,181291,Bachelors,13,0,1564,50,1
34,98283,Prof-school,15,0,1564,40,1
39,230329,Some-college,10,0,1564,12,1
30,327112,Bachelors,13,0,1564,40,1
33,281784,Bachelors,13,0,1564,52,1
28,190067,Bachelors,13,0,1564,40,1
44,207685,HS-grad,9,0,1564,55,1
34,34862,Bachelors,13,0,1564,60,1
29,341672,HS-grad,9,0,1564,50,1
47,150768,Bachelors,13,0,1564,51,1
39,165106,Bachelors,13,0,1564,50,1
29,302422,Assoc-voc,11,0,1564,56,1
31,240441,Masters,14,0,1564,40,1
31,44464,Bachelors,13,0,1564,60,1
39,284166,HS-grad,9,0,1564,50,1
67,397831,Some-college,10,0,1539,40,0
46,187370,Bachelors,13,0,1504,40,0
44,111483,HS-grad,9,0,1504,50,0
21,161930,HS-grad,9,0,1504,30,0
25,178505,Some-college,10,0,1504,45,0
59,114401,HS-grad,9,0,1504,19,0
47,223342,HS-grad,9,0,1504,35,0
21,118712,Assoc-voc,11,0,1504,40,0
44,222978,HS-grad,9,0,1504,40,0
31,187901,Some-college,10,0,1504,40,0
37,245053,Some-college,10,0,1504,40,0
44,262684,HS-grad,9,0,1504,45,0
25,177017,HS-grad,9,0,1504,37,0
21,52753,HS-grad,9,0,1504,40,0
27,189462,Masters,14,0,1504,45,0
27,38606,Bachelors,13,0,1504,45,0
53,150393,HS-grad,9,0,1504,35,0
34,156809,Some-college,10,0,1504,60,0
30,89735,HS-grad,9,0,1504,40,0
43,50356,Some-college,10,0,1485,50,0
32,211699,Assoc-acdm,12,0,1485,40,1
49,168211,Some-college,10,0,1485,40,1
41,344624,Some-college,10,0,1485,40,1
32,130304,HS-grad,9,0,1485,48,0
48,202467,Bachelors,13,0,1485,40,1
46,175109,HS-grad,9,0,1485,40,1
59,107833,10th,6,0,1485,40,1
36,398931,Bachelors,13,0,1485,50,1
53,238481,Assoc-voc,11,0,1485,40,0
37,176756,Some-college,10,0,1485,70,1
58,81973,Some-college,10,0,1485,40,1
47,189123,11th,7,0,1485,58,0
40,316820,Some-college,10,0,1485,40,0
45,192203,Some-college,10,0,1485,40,1
30,97933,Assoc-acdm,12,0,1485,37,1
60,148492,HS-grad,9,0,1485,50,1
29,149324,Some-college,10,0,1485,40,1
29,190636,Some-college,10,0,1485,60,1
32,351869,Some-college,10,0,1485,45,1
50,337606,HS-grad,9,0,1485,40,0
41,204410,HS-grad,9,0,1485,44,1
60,56248,HS-grad,9,0,1485,70,1
29,383745,Some-college,10,0,1485,40,1
59,174864,HS-grad,9,0,1485,45,1
37,26698,Some-college,10,0,1485,44,1
47,209460,Some-college,10,0,1485,47,0
34,213226,Bachelors,13,0,1485,35,0
27,112754,Bachelors,13,0,1485,60,1
34,90705,Some-college,10,0,1485,40,0
41,428499,11th,7,0,1485,50,1
42,227890,Bachelors,13,0,1485,40,0
33,173998,HS-grad,9,0,1485,38,0
50,234373,Masters,14,0,1485,40,0
41,193524,HS-grad,9,0,1485,40,0
45,28497,Bachelors,13,0,1485,70,1
42,268183,Bachelors,13,0,1485,60,0
46,74895,Assoc-acdm,12,0,1485,55,0
57,399246,Bachelors,13,0,1485,40,0
38,244803,Some-college,10,0,1485,60,1
45,311231,Prof-school,15,0,1485,50,1
34,287737,Some-college,10,0,1485,40,1
38,300975,Masters,14,0,1485,40,0
35,184659,HS-grad,9,0,1485,40,1
63,29859,HS-grad,9,0,1485,40,1
34,112212,HS-grad,9,0,1485,40,0
44,223194,HS-grad,9,0,1485,40,0
44,165304,Some-college,10,0,1485,40,1
50,52565,Some-college,10,0,1485,40,0
41,117585,HS-grad,9,0,1485,40,1
31,251659,Some-college,10,0,1485,55,1
65,103153,7th-8th,4,0,1411,40,0
45,386940,Bachelors,13,0,1408,40,0
36,255191,Masters,14,0,1408,40,0
31,331065,Bachelors,13,0,1408,40,0
42,83411,Some-college,10,0,1408,40,0
38,193026,HS-grad,9,0,1408,40,0
46,202560,Bachelors,13,0,1408,40,0
28,103802,Bachelors,13,0,1408,40,0
35,474136,HS-grad,9,0,1408,40,0
54,188136,Bachelors,13,0,1408,38,0
34,345705,HS-grad,9,0,1408,38,0
29,193152,HS-grad,9,0,1408,40,0
24,216129,HS-grad,9,0,1408,50,0
44,225263,Some-college,10,0,1408,46,0
33,213002,Bachelors,13,0,1408,36,0
47,219632,Assoc-acdm,12,0,1408,40,0
28,339372,Bachelors,13,0,1408,40,0
38,123833,Some-college,10,0,1408,40,0
41,41901,Some-college,10,0,1408,40,0
50,178596,HS-grad,9,0,1408,50,0
29,106179,Some-college,10,0,1408,40,0
50,240922,Assoc-acdm,12,0,1408,5,0
49,141944,Assoc-voc,11,0,1380,42,0
31,243605,Bachelors,13,0,1380,40,0
44,199031,Some-college,10,0,1380,40,0
48,121622,Masters,14,0,1380,40,0
39,115289,Some-college,10,0,1380,70,0
39,49436,Assoc-acdm,12,0,1380,40,0
32,90653,HS-grad,9,0,1380,40,0
42,254817,Some-college,10,0,1340,40,0
25,212495,Bachelors,13,0,1340,40,0
42,296798,11th,7,0,1340,40,0
44,193882,Assoc-voc,11,0,1340,40,0
38,188888,Bachelors,13,0,1340,40,0
54,172962,Bachelors,13,0,1340,40,0
37,405284,Bachelors,13,0,1340,42,0
62,159908,Bachelors,13,0,1258,38,0
72,144515,Doctorate,16,0,1258,40,0
76,224680,Prof-school,15,0,1258,20,0
66,350498,Some-college,10,0,1258,20,0
33,262042,HS-grad,9,0,1138,40,0
29,138190,HS-grad,9,0,1138,40,0
25,74883,Bachelors,13,0,1092,40,0
39,230467,Bachelors,13,0,1092,40,0
33,207937,HS-grad,9,0,1092,40,0
53,281074,HS-grad,9,0,1092,40,0
52,113094,Bachelors,13,0,1092,40,0
23,442359,Bachelors,13,0,1092,40,0
60,75726,HS-grad,9,0,1092,40,0
27,151382,7th-8th,4,0,974,40,0
34,32528,Assoc-voc,11,0,974,40,0
43,336763,Some-college,10,0,880,42,0
33,99339,Assoc-acdm,12,0,880,40,0
31,323069,Assoc-acdm,12,0,880,45,0
50,299831,Some-college,10,0,880,40,0
32,203674,Assoc-acdm,12,0,880,36,0
34,60567,11th,7,0,880,60,0
69,159191,Some-college,10,0,810,38,0
65,190568,HS-grad,9,0,810,36,0
57,34269,HS-grad,9,0,653,42,1
42,259757,Bachelors,13,0,653,50,1
49,116338,HS-grad,9,0,653,60,0
40,315321,HS-grad,9,0,625,52,0
43,118600,Bachelors,13,0,625,40,0
59,230039,HS-grad,9,0,625,38,0
39,257175,Bachelors,13,0,625,40,0
49,159641,Bachelors,13,0,625,40,0
39,119421,HS-grad,9,0,625,35,0
49,169042,HS-grad,9,0,625,40,0
39,81487,Some-college,10,0,625,40,0
43,122473,9th,5,0,625,40,0
41,332703,HS-grad,9,0,625,40,0
46,157991,Assoc-voc,11,0,625,40,0
47,144351,HS-grad,9,0,625,40,0
67,184506,11th,7,0,419,3,0
68,32779,HS-grad,9,0,419,12,0
27,501172,Some-college,10,0,419,20,0
52,122109,HS-grad,9,0,323,40,0
46,198774,Masters,14,0,323,45,0
49,78859,Masters,14,0,323,20,0
37,262409,Masters,14,0,213,45,0
38,173047,Bachelors,13,0,213,40,0
40,65866,Some-college,10,0,213,40,0
36,204590,Bachelors,13,0,213,40,0
28,140845,10th,6,0,155,40,0
54,166459,Prof-school,15,99999,0,60,1
52,152234,HS-grad,9,99999,0,40,1
53,263925,HS-grad,9,99999,0,40,1
52,118025,Bachelors,13,99999,0,50,1
46,370119,Prof-school,15,99999,0,60,1
43,176270,Bachelors,13,99999,0,60,1
49,159816,Bachelors,13,99999,0,20,1
50,171338,Some-college,10,99999,0,50,1
22,202920,HS-grad,9,99999,0,40,1
43,172826,Some-college,10,99999,0,55,1
65,139272,Bachelors,13,99999,0,60,1
26,256000,Prof-school,15,99999,0,60,1
52,64045,Prof-school,15,99999,0,45,1
46,176814,Prof-school,15,99999,0,50,1
36,208358,Prof-school,15,99999,0,45,1
40,223881,Prof-school,15,99999,0,70,1
52,90363,Prof-school,15,99999,0,35,1
32,46807,HS-grad,9,99999,0,40,1
53,88842,HS-grad,9,99999,0,40,1
47,345493,Prof-school,15,99999,0,55,1
37,287306,Assoc-acdm,12,99999,0,40,1
37,362062,Prof-school,15,99999,0,50,1
39,114844,Prof-school,15,99999,0,65,1
38,146091,Doctorate,16,99999,0,36,1
44,332401,Prof-school,15,99999,0,65,1
57,159028,Prof-school,15,99999,0,60,1
51,44000,Masters,14,99999,0,50,1
78,316261,Bachelors,13,99999,0,20,1
36,383518,Some-college,10,99999,0,40,1
49,362795,Masters,14,99999,0,80,1
54,269068,Prof-school,15,99999,0,50,1
41,194636,Bachelors,13,99999,0,65,1
46,222115,Bachelors,13,99999,0,40,1
33,170769,Doctorate,16,99999,0,60,1
36,241998,Some-college,10,99999,0,20,1
63,118798,HS-grad,9,99999,0,40,1
38,167140,Prof-school,15,99999,0,70,1
33,198660,HS-grad,9,99999,0,56,1
47,168262,Masters,14,99999,0,50,1
28,37359,Assoc-voc,11,99999,0,50,1
52,181855,Prof-school,15,99999,0,65,1
30,132601,Bachelors,13,99999,0,50,1
50,108435,Masters,14,99999,0,60,1
32,134737,Bachelors,13,99999,0,50,1
46,273771,Bachelors,13,99999,0,40,1
49,355978,Prof-school,15,99999,0,35,1
30,235124,HS-grad,9,99999,0,40,1
32,204567,Bachelors,13,99999,0,60,1
59,122283,Prof-school,15,99999,0,40,1
46,198660,Bachelors,13,99999,0,72,1
32,330715,HS-grad,9,99999,0,40,1
21,334618,Some-college,10,99999,0,40,1
56,205601,Doctorate,16,99999,0,70,1
43,208613,Prof-school,15,99999,0,40,1
30,129707,Bachelors,13,99999,0,35,1
39,77005,Masters,14,99999,0,40,1
24,151153,Some-college,10,99999,0,50,1
46,120131,Prof-school,15,99999,0,60,1
50,155118,HS-grad,9,99999,0,35,1
60,191446,HS-grad,9,99999,0,40,1
36,216711,HS-grad,9,99999,0,50,1
47,193047,Doctorate,16,99999,0,50,1
56,163212,HS-grad,9,99999,0,40,1
53,366957,Bachelors,13,99999,0,50,1
42,187795,Some-college,10,99999,0,55,1
50,238959,Bachelors,13,99999,0,60,1
48,25468,Masters,14,99999,0,50,1
41,320984,Prof-school,15,99999,0,65,1
72,172407,Prof-school,15,99999,0,50,1
55,197399,Masters,14,99999,0,55,1
33,162572,Bachelors,13,99999,0,40,1
62,245491,Bachelors,13,99999,0,40,1
52,334273,Doctorate,16,99999,0,65,1
50,124963,Bachelors,13,99999,0,55,1
28,201186,HS-grad,9,99999,0,40,1
42,180985,10th,6,99999,0,40,1
51,145714,Masters,14,99999,0,50,1
42,190179,Bachelors,13,99999,0,40,1
50,158294,Prof-school,15,99999,0,80,1
41,495061,Doctorate,16,99999,0,70,1
47,102308,Masters,14,99999,0,50,1
38,37683,Prof-school,15,99999,0,57,1
61,139391,Some-college,10,99999,0,30,1
57,95280,Some-college,10,99999,0,45,1
42,201908,Prof-school,15,99999,0,50,1
47,354148,Prof-school,15,99999,0,48,1
51,111283,HS-grad,9,99999,0,35,1
42,175642,Bachelors,13,99999,0,40,1
47,181130,Prof-school,15,99999,0,50,1
74,188709,Prof-school,15,99999,0,50,1
39,190297,Doctorate,16,99999,0,55,1
43,462180,Prof-school,15,99999,0,60,1
47,181307,Some-college,10,99999,0,60,1
52,140985,Bachelors,13,99999,0,30,1
69,323016,Bachelors,13,99999,0,40,1
58,266792,Some-college,10,99999,0,40,1
48,108557,Bachelors,13,99999,0,40,1
55,392325,Bachelors,13,99999,0,60,1
50,183173,HS-grad,9,99999,0,40,1
49,423222,Masters,14,99999,0,80,1
30,115932,HS-grad,9,99999,0,50,1
52,163998,HS-grad,9,99999,0,45,1
46,28419,Prof-school,15,99999,0,50,1
58,136841,Bachelors,13,99999,0,35,1
59,165315,Bachelors,13,99999,0,43,1
50,401118,HS-grad,9,99999,0,50,1
40,79586,Prof-school,15,99999,0,40,1
43,58447,Doctorate,16,99999,0,55,1
47,246739,Bachelors,13,99999,0,55,1
65,105491,Bachelors,13,99999,0,40,1
33,134886,Some-college,10,99999,0,30,1
53,124076,Doctorate,16,99999,0,37,1
42,269733,Masters,14,99999,0,80,1
69,240562,Prof-school,15,99999,0,40,1
44,120277,Bachelors,13,99999,0,45,1
44,282722,Prof-school,15,99999,0,50,1
38,478829,Prof-school,15,99999,0,50,1
39,237943,Bachelors,13,99999,0,70,1
32,553405,Bachelors,13,99999,0,50,1
41,115932,Some-college,10,99999,0,50,1
31,100252,Bachelors,13,99999,0,70,1
50,132716,Prof-school,15,99999,0,50,1
49,187454,HS-grad,9,99999,0,65,1
29,69132,Prof-school,15,99999,0,60,1
48,107231,Prof-school,15,99999,0,50,1
40,150755,Bachelors,13,99999,0,75,1
45,148995,Doctorate,16,99999,0,30,1
60,166330,HS-grad,9,99999,0,40,1
49,229737,Prof-school,15,99999,0,37,1
56,98418,Prof-school,15,99999,0,40,1
45,108100,Bachelors,13,99999,0,25,1
71,38822,Masters,14,99999,0,40,1
57,376230,Masters,14,99999,0,40,1
64,185912,Prof-school,15,99999,0,35,1
41,124956,Bachelors,13,99999,0,60,1
49,43348,Doctorate,16,99999,0,70,1
55,408537,9th,5,99999,0,37,1
48,107231,Bachelors,13,99999,0,50,1
40,204235,Masters,14,99999,0,50,1
55,115439,Prof-school,15,99999,0,40,1
44,118212,Bachelors,13,99999,0,70,1
38,227945,Masters,14,99999,0,65,1
34,49469,Bachelors,13,99999,0,50,1
37,353298,HS-grad,9,99999,0,50,1
51,120781,Prof-school,15,99999,0,70,1
65,210381,Bachelors,13,99999,0,65,1
38,194534,Masters,14,99999,0,60,1
65,184965,Doctorate,16,99999,0,40,1
37,171150,Bachelors,13,99999,0,60,1
38,100375,Prof-school,15,99999,0,60,1
50,190333,Prof-school,15,99999,0,55,1
55,134120,10th,6,99999,0,40,1
38,185848,Masters,14,99999,0,70,1
22,214014,Some-college,10,99999,0,55,1
47,155664,Masters,14,99999,0,55,1
43,62026,Prof-school,15,99999,0,40,1
66,115498,Bachelors,13,99999,0,55,1
47,294913,Prof-school,15,99999,0,40,1
57,110417,HS-grad,9,99999,0,40,1
27,211032,Preschool,1,41310,0,24,0
63,289741,Masters,14,41310,0,50,0
17,304873,10th,6,34095,0,32,0
18,301948,HS-grad,9,34095,0,3,0
19,188815,HS-grad,9,34095,0,20,0
55,145574,HS-grad,9,34095,0,60,0
20,273701,Some-college,10,34095,0,10,0
46,133938,Masters,14,27828,0,50,1
35,202027,Bachelors,13,27828,0,50,1
47,79627,Prof-school,15,27828,0,50,1
55,124975,HS-grad,9,27828,0,55,1
34,50276,Bachelors,13,27828,0,40,1
25,169905,Assoc-voc,11,27828,0,40,1
56,70720,Masters,14,27828,0,60,1
25,102476,Bachelors,13,27828,0,50,1
41,182108,Masters,14,27828,0,35,1
42,46221,Doctorate,16,27828,0,60,1
37,32239,HS-grad,9,27828,0,40,1
47,233511,Masters,14,27828,0,60,1
36,184456,Prof-school,15,27828,0,50,1
58,112945,Prof-school,15,27828,0,40,1
45,148549,Some-college,10,27828,0,56,1
49,120629,Bachelors,13,27828,0,60,1
37,116358,HS-grad,9,27828,0,48,1
56,39380,Some-college,10,27828,0,20,1
37,109133,Masters,14,27828,0,60,1
59,154100,Masters,14,27828,0,45,1
30,116138,Bachelors,13,27828,0,60,1
58,353244,Bachelors,13,27828,0,50,1
29,82242,Prof-school,15,27828,0,45,1
36,329980,Bachelors,13,27828,0,40,1
51,54342,Prof-school,15,27828,0,60,1
38,125933,Bachelors,13,27828,0,45,1
36,184456,Bachelors,13,27828,0,55,1
41,106679,Masters,14,27828,0,50,1
47,304857,Masters,14,27828,0,40,1
64,218490,Bachelors,13,27828,0,55,1
64,66634,Bachelors,13,27828,0,50,1
51,673764,Masters,14,27828,0,40,1
54,28186,Bachelors,13,27828,0,50,1
53,137547,Prof-school,15,27828,0,40,1
46,295566,Doctorate,16,25236,0,65,1
51,165001,Masters,14,25236,0,50,1
45,191776,Masters,14,25236,0,42,1
43,261929,Doctorate,16,25236,0,64,1
59,398626,Doctorate,16,25236,0,45,1
37,270059,Some-college,10,25236,0,25,1
45,208802,Prof-school,15,25236,0,36,1
45,190406,Prof-school,15,25236,0,36,1
32,170154,Assoc-acdm,12,25236,0,50,1
36,112497,Prof-school,15,25236,0,40,1
47,97883,Bachelors,13,25236,0,35,1
75,111177,Bachelors,13,25124,0,16,1
73,183213,Assoc-voc,11,25124,0,60,1
65,224472,Prof-school,15,25124,0,80,1
68,52052,Assoc-voc,11,25124,0,50,1
61,32423,HS-grad,9,22040,0,40,0
67,231559,Prof-school,15,20051,0,48,1
65,198766,Masters,14,20051,0,40,1
63,167501,Some-college,10,20051,0,10,1
64,132832,HS-grad,9,20051,0,40,1
90,227796,Masters,14,20051,0,60,1
79,120707,Doctorate,16,20051,0,35,1
67,195161,Masters,14,20051,0,60,1
90,87372,Prof-school,15,20051,0,72,1
68,193666,Doctorate,16,20051,0,55,1
65,154171,Prof-school,15,20051,0,60,1
68,146645,Doctorate,16,20051,0,50,1
62,118725,HS-grad,9,20051,0,72,1
69,36956,Some-college,10,20051,0,50,1
67,106143,Doctorate,16,20051,0,40,1
66,169804,Bachelors,13,20051,0,40,1
67,129188,Doctorate,16,20051,0,5,1
70,36311,Bachelors,13,20051,0,35,1
68,133736,Some-college,10,20051,0,40,1
68,242095,Bachelors,13,20051,0,40,1
74,228075,Some-college,10,20051,0,25,1
71,422149,Some-college,10,20051,0,40,1
67,171564,HS-grad,9,20051,0,30,1
68,195868,Bachelors,13,20051,0,40,1
77,84979,Doctorate,16,20051,0,40,1
71,118119,Some-college,10,20051,0,50,1
76,199949,Bachelors,13,20051,0,50,1
83,240150,10th,6,20051,0,50,1
68,117236,Bachelors,13,20051,0,45,1
79,76641,Masters,14,20051,0,40,1
69,58213,Bachelors,13,20051,0,45,1
66,174486,Doctorate,16,20051,0,35,1
73,148003,Some-college,10,20051,0,36,1
67,431426,Assoc-acdm,12,20051,0,4,1
66,113323,Bachelors,13,20051,0,40,1
66,162945,Prof-school,15,20051,0,55,1
67,191380,Prof-school,15,20051,0,25,1
67,182581,Some-college,10,20051,0,20,1
79,97082,12th,8,18481,0,45,1
67,148690,Masters,14,18481,0,2,1
74,129879,HS-grad,9,15831,0,40,1
67,411007,HS-grad,9,15831,0,40,1
67,103315,Masters,14,15831,0,72,1
67,224984,HS-grad,9,15831,0,16,1
69,182862,HS-grad,9,15831,0,40,1
74,199136,Bachelors,13,15831,0,8,1
44,198282,Bachelors,13,15024,0,60,1
58,210563,HS-grad,9,15024,0,35,1
57,425161,Masters,14,15024,0,40,1
46,188386,Doctorate,16,15024,0,60,1
38,91039,Bachelors,13,15024,0,60,1
38,99146,Bachelors,13,15024,0,80,1
46,102388,Prof-school,15,15024,0,45,1
43,154374,Some-college,10,15024,0,60,1
33,175697,Bachelors,13,15024,0,60,1
39,202027,Bachelors,13,15024,0,45,1
39,329980,Bachelors,13,15024,0,50,1
54,123011,HS-grad,9,15024,0,52,1
33,354573,Masters,14,15024,0,44,1
54,99185,Doctorate,16,15024,0,45,1
51,229465,Masters,14,15024,0,50,1
47,370119,Bachelors,13,15024,0,50,1
53,156877,HS-grad,9,15024,0,35,1
64,179436,Bachelors,13,15024,0,55,1
30,167990,Assoc-voc,11,15024,0,65,1
55,98361,Masters,14,15024,0,50,1
52,147876,Bachelors,13,15024,0,60,1
48,126754,Masters,14,15024,0,40,1
44,120277,Bachelors,13,15024,0,50,1
53,281590,HS-grad,9,15024,0,40,1
64,134960,Bachelors,13,15024,0,35,1
39,79331,Masters,14,15024,0,40,1
50,147629,Masters,14,15024,0,45,1
57,119253,Masters,14,15024,0,65,1
59,174056,Bachelors,13,15024,0,40,1
44,198282,Masters,14,15024,0,40,1
37,82521,Bachelors,13,15024,0,40,1
56,211804,Bachelors,13,15024,0,50,1
64,319371,Bachelors,13,15024,0,40,1
32,194426,Bachelors,13,15024,0,40,1
39,122742,Assoc-acdm,12,15024,0,55,1
57,172654,Prof-school,15,15024,0,50,1
35,376455,Some-college,10,15024,0,60,1
51,145409,Bachelors,13,15024,0,50,1
44,198316,Bachelors,13,15024,0,50,1
57,225334,Prof-school,15,15024,0,35,1
47,151267,HS-grad,9,15024,0,40,1
51,293196,Doctorate,16,15024,0,60,1
50,44368,HS-grad,9,15024,0,55,1
52,338816,Some-college,10,15024,0,45,1
47,214169,HS-grad,9,15024,0,40,1
34,30497,Bachelors,13,15024,0,60,1
37,291518,Bachelors,13,15024,0,55,1
49,362654,Some-college,10,15024,0,50,1
54,22743,Some-college,10,15024,0,60,1
39,191807,HS-grad,9,15024,0,50,1
39,126569,Prof-school,15,15024,0,60,1
32,312667,Bachelors,13,15024,0,50,1
34,186824,Prof-school,15,15024,0,40,1
53,114758,Masters,14,15024,0,65,1
53,199720,Doctorate,16,15024,0,60,1
52,100506,Some-college,10,15024,0,50,1
37,233825,Bachelors,13,15024,0,50,1
53,424079,Masters,14,15024,0,55,1
37,148015,Bachelors,13,15024,0,40,1
47,124973,Assoc-voc,11,15024,0,50,1
58,93664,HS-grad,9,15024,0,60,1
39,173175,Bachelors,13,15024,0,50,1
46,155659,Some-college,10,15024,0,45,1
49,65087,Masters,14,15024,0,50,1
46,117849,Some-college,10,15024,0,40,1
32,207668,Bachelors,13,15024,0,45,1
50,127315,Bachelors,13,15024,0,60,1
61,85548,Some-college,10,15024,0,18,1
33,56701,Bachelors,13,15024,0,75,1
31,381153,Some-college,10,15024,0,56,1
39,109766,Prof-school,15,15024,0,50,1
45,170871,HS-grad,9,15024,0,55,1
35,99357,Masters,14,15024,0,50,1
36,261382,Masters,14,15024,0,45,1
40,157240,Masters,14,15024,0,30,1
47,168109,HS-grad,9,15024,0,50,1
41,280167,Masters,14,15024,0,70,1
52,173754,Prof-school,15,15024,0,60,1
43,303051,Assoc-voc,11,15024,0,40,1
55,116878,Doctorate,16,15024,0,30,1
39,179668,Bachelors,13,15024,0,40,1
61,176839,Bachelors,13,15024,0,50,1
46,360096,Bachelors,13,15024,0,60,1
49,198759,Assoc-acdm,12,15024,0,60,1
52,145409,Some-college,10,15024,0,60,1
58,306233,Bachelors,13,15024,0,40,1
49,149210,Bachelors,13,15024,0,40,1
46,219021,HS-grad,9,15024,0,44,1
47,332355,Masters,14,15024,0,50,1
47,173783,Bachelors,13,15024,0,60,1
36,61778,HS-grad,9,15024,0,40,1
63,137940,Prof-school,15,15024,0,50,1
37,108140,Masters,14,15024,0,45,1
46,328216,Bachelors,13,15024,0,40,1
39,187098,Prof-school,15,15024,0,47,1
53,151580,Some-college,10,15024,0,40,1
30,154950,Some-college,10,15024,0,60,1
32,193042,Prof-school,15,15024,0,60,1
47,120429,Doctorate,16,15024,0,50,1
55,229029,Bachelors,13,15024,0,48,1
57,200453,HS-grad,9,15024,0,40,1
39,70995,Bachelors,13,15024,0,99,1
37,186934,HS-grad,9,15024,0,60,1
32,167531,Prof-school,15,15024,0,50,1
50,34832,Bachelors,13,15024,0,40,1
41,35166,Prof-school,15,15024,0,50,1
43,352005,Bachelors,13,15024,0,45,1
45,205100,Bachelors,13,15024,0,60,1
40,199381,Masters,14,15024,0,37,1
55,282023,Bachelors,13,15024,0,50,1
59,271571,Some-college,10,15024,0,50,1
63,213945,Bachelors,13,15024,0,40,1
34,187215,Bachelors,13,15024,0,36,1
50,259377,Masters,14,15024,0,40,1
51,167793,Bachelors,13,15024,0,40,1
36,237943,Masters,14,15024,0,50,1
54,135803,Bachelors,13,15024,0,60,1
42,340234,HS-grad,9,15024,0,40,1
40,226902,Masters,14,15024,0,50,1
42,121998,Some-college,10,15024,0,40,1
36,198237,Bachelors,13,15024,0,50,1
32,78530,Some-college,10,15024,0,50,1
53,43952,Masters,14,15024,0,38,1
46,43348,Prof-school,15,15024,0,55,1
52,254211,Masters,14,15024,0,60,1
30,321990,Masters,14,15024,0,60,1
33,144949,Masters,14,15024,0,40,1
32,137076,Some-college,10,15024,0,60,1
43,194726,Prof-school,15,15024,0,55,1
50,89041,HS-grad,9,15024,0,50,1
38,409604,Bachelors,13,15024,0,40,1
43,139734,Bachelors,13,15024,0,40,1
53,30244,Assoc-acdm,12,15024,0,40,1
30,340917,Masters,14,15024,0,60,1
59,201263,Bachelors,13,15024,0,55,1
44,116825,Prof-school,15,15024,0,80,1
41,101593,Masters,14,15024,0,50,1
38,70282,Masters,14,15024,0,2,1
60,103344,HS-grad,9,15024,0,40,1
42,336513,Bachelors,13,15024,0,60,1
42,24763,Doctorate,16,15024,0,40,1
48,38950,Bachelors,13,15024,0,50,1
55,199067,Bachelors,13,15024,0,42,1
49,391585,Bachelors,13,15024,0,40,1
50,205803,Masters,14,15024,0,40,1
55,182460,HS-grad,9,15024,0,35,1
44,267717,Masters,14,15024,0,45,1
46,330087,Bachelors,13,15024,0,45,1
40,88909,Bachelors,13,15024,0,50,1
39,343476,Bachelors,13,15024,0,50,1
30,182926,Some-college,10,15024,0,40,1
44,109912,Doctorate,16,15024,0,32,1
60,376133,HS-grad,9,15024,0,15,1
60,142494,Some-college,10,15024,0,40,1
36,184112,Prof-school,15,15024,0,45,1
